ep_returns,ep_lens
9.624020269491295,33.333333333333336
28.544595046881508,100.0
21.072706815208107,66.66666666666667
21.89166439994306,80.0
16.3079893162452,57.142857142857146
59.28357127179429,200.0
39.03891061279905,133.33333333333334
37.38990035011627,133.33333333333334
42.51648242349903,133.33333333333334
38.933505124702066,133.33333333333334
122.24687534056244,400.0
38.46227846433258,133.33333333333334
29.56451510563043,100.0
22.51016460673038,80.0
39.80823014208543,133.33333333333334
29.06757262696497,100.0
38.46335435549769,133.33333333333334
61.18260700718375,200.0
40.435860240478426,133.33333333333334
40.565861974987655,133.33333333333334
63.17654061380625,200.0
39.27889466924134,133.33333333333334
23.222614395077255,80.0
59.58488535318286,200.0
121.18535125409613,400.0
29.46518749671985,100.0
30.22708458046585,100.0
40.551086375570016,133.33333333333334
37.272333005531586,133.33333333333334
40.23142480384991,133.33333333333334
62.26675668859565,200.0
41.652232507904586,133.33333333333334
40.99407234156786,133.33333333333334
23.83707368267349,80.0
60.49560858358819,200.0
115.32519152473675,400.0
41.12077139364427,133.33333333333334
63.21708449185325,200.0
39.434766373679054,133.33333333333334
110.76578098816293,400.0
28.51364913146708,100.0
17.51890889002661,57.142857142857146
20.900109585152244,66.66666666666667
37.47667166997866,133.33333333333334
23.175231124043513,80.0
19.946242874437335,66.66666666666667
23.606695540366818,80.0
62.193913810797255,200.0
29.172025312873036,100.0
21.980134713354982,80.0
60.72708396031635,200.0
40.67003302698682,133.33333333333334
28.630611024846754,100.0
22.800845019217117,80.0
28.523045476008683,100.0
39.4900130046272,133.33333333333334
22.99958933510646,80.0
28.923380383826768,100.0
20.09301664968129,66.66666666666667
39.00243778352756,133.33333333333334
41.02397909914861,133.33333333333334
28.65235576997226,100.0
57.76939997860985,200.0
61.84057098382162,200.0
115.90991761025465,400.0
55.95021854467972,200.0
125.64063925961771,400.0
38.56585269637649,133.33333333333334
58.331535486757076,200.0
37.947060171659636,133.33333333333334
39.70301351763126,133.33333333333334
124.09373942404648,400.0
28.795907855734754,100.0
62.666228405641895,200.0
61.69303635744175,200.0
39.88616307034416,133.33333333333334
38.9363417273986,133.33333333333334
29.15671661966833,100.0
28.935716164221848,100.0
40.05526636847815,133.33333333333334
28.939750481596967,100.0
40.720857136160184,133.33333333333334
40.32567977446337,133.33333333333334
54.07990104449909,200.0
39.493458228087924,133.33333333333334
62.4009609862323,200.0
38.62170386995746,133.33333333333334
41.843152081406714,133.33333333333334
60.17776075346181,200.0
121.60026848838847,400.0
40.83695157007261,133.33333333333334
40.09122024259657,133.33333333333334
60.67618853120748,200.0
39.89955130639711,133.33333333333334
28.451330645420228,100.0
54.9388565548178,200.0
62.57699615124052,200.0
41.16077347970935,133.33333333333334
38.70320437116587,133.33333333333334
38.95330317003812,133.33333333333334
109.79007962858921,400.0
30.126635554889003,100.0
29.03597297979058,100.0
29.947399321335897,100.0
123.84304191861293,400.0
55.64202099344742,200.0
61.37477045688598,200.0
111.94376389084024,400.0
39.5308225021871,133.33333333333334
60.26137630508437,200.0
61.90786165805098,200.0
123.69880378163504,400.0
59.08109577536911,200.0
