ep_returns,ep_lens
20.522696080726213,66.66666666666667
16.502586502947132,50.0
23.694346755764933,80.0
43.47477687750015,133.33333333333334
21.27209321792606,66.66666666666667
59.56239306070678,200.0
46.5803309243602,133.33333333333334
42.96374331568864,133.33333333333334
25.24295274371017,80.0
23.328350479880562,80.0
45.236292990857,133.33333333333334
43.68239921357121,133.33333333333334
64.0536299508558,200.0
39.81905646372079,133.33333333333334
38.9127971256565,133.33333333333334
64.1332689887659,200.0
57.46066872610095,200.0
56.12087128881643,200.0
30.43233544251597,100.0
61.48726301052361,200.0
29.581861945218836,100.0
62.775955710946434,200.0
127.18131018773539,400.0
66.17928320667153,200.0
31.907451712261263,100.0
43.788855717003536,133.33333333333334
24.33368866955881,80.0
39.401365855439565,133.33333333333334
63.86116844660176,200.0
65.4808818427436,200.0
32.930367503250984,100.0
41.89045066864036,133.33333333333334
60.07107169769298,200.0
59.1050981008051,200.0
41.801596391849564,133.33333333333334
24.37879114472504,80.0
44.53524680460067,133.33333333333334
30.945674015338824,100.0
46.64793609472991,133.33333333333334
31.523249131452936,100.0
43.78715205377471,133.33333333333334
33.360333289637715,100.0
66.97474112634933,200.0
60.36084158250181,200.0
30.68910023624469,100.0
38.33249194845664,133.33333333333334
62.161542382898475,200.0
30.259333608210937,100.0
32.96218217641736,100.0
65.33350545897997,200.0
66.62782490143731,200.0
30.47801414074486,100.0
125.86311015698391,400.0
127.48088390447495,400.0
67.33374646338856,200.0
25.306837940645682,80.0
45.53561331858899,133.33333333333334
15.375706863739696,50.0
61.60788425451792,200.0
33.399714157478655,100.0
63.05274064545951,200.0
30.19365776233319,100.0
38.69172885951708,133.33333333333334
24.597756146346757,80.0
70.15467971918025,200.0
59.31266163921678,200.0
31.981200972225633,100.0
61.087238285786135,200.0
127.44012948801037,400.0
66.45967440583486,200.0
68.30841022215502,200.0
33.21479841988411,100.0
61.36468579267437,200.0
57.11324773085837,200.0
40.98870298336921,133.33333333333334
43.211152577246445,133.33333333333334
43.655618047658976,133.33333333333334
44.93558959478099,133.33333333333334
25.06532415436859,80.0
38.8545910021848,133.33333333333334
25.716163361923293,80.0
43.65307395291905,133.33333333333334
