ep_returns,ep_lens
19.905043960501946,57.142857142857146
25.2645947020394,80.0
19.166982774856365,57.142857142857146
18.777643527821617,57.142857142857146
18.61584540638382,57.142857142857146
41.052418387442124,133.33333333333334
40.8493633520802,133.33333333333334
23.589059464385937,80.0
44.24708334749139,133.33333333333334
56.36088293662348,200.0
30.49637113313846,100.0
25.0101751146852,80.0
73.5026509169756,200.0
134.86689453142998,400.0
57.05408653164426,200.0
34.81167033338955,100.0
31.99326963395389,100.0
30.767338646708684,100.0
43.9635491126971,133.33333333333334
44.822789286601015,133.33333333333334
67.5683927349438,200.0
45.33270999331728,133.33333333333334
26.53752444985588,100.0
40.34985847791539,133.33333333333334
34.865721607897164,100.0
43.071980204311245,133.33333333333334
34.264620475582,100.0
138.02372254433615,400.0
44.40619966665333,133.33333333333334
32.81441208108562,100.0
65.39848684018669,200.0
33.370397763242494,100.0
71.4307735262316,200.0
31.81849100656895,100.0
31.237493704038364,100.0
41.878837210190376,133.33333333333334
26.111590772193416,80.0
30.184136203964783,100.0
62.340257815212354,200.0
43.18843731420748,133.33333333333334
26.827213292453656,80.0
34.636071572187724,100.0
30.2314882818449,100.0
68.78578133421249,200.0
25.196792078640755,80.0
47.03640126461584,133.33333333333334
33.65830914190811,100.0
61.192221665959366,200.0
146.52073658511796,400.0
44.54025136445989,133.33333333333334
43.90786212785352,133.33333333333334
22.365975047678234,66.66666666666667
44.752897711040305,133.33333333333334
66.06105510740225,200.0
45.36583104384338,133.33333333333334
46.511521554233774,133.33333333333334
32.30744039615375,100.0
120.51728895252242,400.0
26.49539871087315,80.0
46.00877196218651,133.33333333333334
64.79482205816831,200.0
30.222381947640812,100.0
33.80483608938945,100.0
22.326649095532574,66.66666666666667
26.745958741804372,80.0
26.286895113853802,80.0
34.993671763315845,100.0
130.57019406307072,400.0
115.88631518635495,400.0
41.520947400428064,133.33333333333334
44.25457304898882,133.33333333333334
130.44138625719802,400.0
41.42515789442769,133.33333333333334
33.14037061949613,100.0
43.77787246311609,133.33333333333334
41.43429754721213,133.33333333333334
67.34806419395457,200.0
59.30126698159691,200.0
44.84988848865746,133.33333333333334
113.59258112622129,400.0
42.716152484193366,133.33333333333334
70.76456797577923,200.0
143.98716759277244,400.0
41.519712775821745,133.33333333333334
45.053445281197156,133.33333333333334
46.615377159188746,133.33333333333334
71.13015785243994,200.0
124.29436009153842,400.0
71.35824844977881,200.0
61.22969016542301,200.0
33.08352655367833,100.0
44.81290678966513,133.33333333333334
70.30756450053953,200.0
31.61687643038345,100.0
33.102035581544854,100.0
45.57817204981319,133.33333333333334
63.41627784661147,200.0
42.45865922446422,133.33333333333334
60.310277262836706,200.0
70.6286333939089,200.0
21.365174599550258,66.66666666666667
136.6058422761772,400.0
32.428447274309804,100.0
68.07014844044781,200.0
32.622647021531485,100.0
31.50114397204493,100.0
68.41763971331966,200.0
43.54106177628387,133.33333333333334
115.08101015664514,400.0
67.54431076307986,200.0
60.42432251024995,200.0
46.135083978064834,133.33333333333334
57.99601550174198,200.0
64.90042563239594,200.0
44.253314981466986,133.33333333333334
44.095773730883856,133.33333333333334
28.36687710604325,100.0
42.1348535512247,133.33333333333334
62.06642944734312,200.0
45.087053815192974,133.33333333333334
116.88952814465321,400.0
68.11288211855201,200.0
58.24766508485252,200.0
58.16822156433909,200.0
65.3788252235095,200.0
43.19006762347478,133.33333333333334
42.1508350744033,133.33333333333334
52.91944195848932,200.0
128.7144049475679,400.0
45.709435900497446,133.33333333333334
32.17405456898351,100.0
142.46121941716993,400.0
42.98090344878167,133.33333333333334
118.1284931782219,400.0
42.162392141617424,133.33333333333334
31.050829236645953,100.0
38.891240378326444,133.33333333333334
40.450192995849356,133.33333333333334
33.46724280152501,100.0
41.28031154966229,133.33333333333334
33.365381137058705,100.0
63.62242776895997,200.0
68.33601056854701,200.0
65.04562779059137,200.0
116.57439166514185,400.0
40.12507254341472,133.33333333333334
38.21505872565586,133.33333333333334
130.54081393902004,400.0
65.77202848860466,200.0
63.35342024244358,200.0
32.87247166703935,100.0
66.21722490587752,200.0
107.7534206922321,400.0
64.28748500434997,200.0
60.16113774488074,200.0
45.44677043582266,133.33333333333334
44.08584610376872,133.33333333333334
33.09974298296808,100.0
34.48631443556993,100.0
132.62765709975773,400.0
59.1272726885731,200.0
40.09433009379766,133.33333333333334
60.704636741872214,200.0
67.43725803924889,200.0
65.25055335920575,200.0
26.346474917545407,80.0
46.17778567187592,133.33333333333334
68.71548085208428,200.0
65.31900988828318,200.0
33.3454237469643,100.0
66.97472857662203,200.0
116.36411527600649,400.0
33.1150002662052,100.0
41.00430933513299,133.33333333333334
44.038575500069946,133.33333333333334
63.650268629795484,200.0
66.05929698480358,200.0
124.2560980733503,400.0
121.41123083322776,400.0
66.29315016915892,200.0
63.612526286410734,200.0
144.68903783407427,400.0
115.86968338791644,400.0
71.63852677566729,200.0
127.24213463029537,400.0
71.98629770516158,200.0
126.01201757433118,400.0
61.7844043577928,200.0
66.57855015302454,200.0
25.625414581991482,80.0
33.474908989340534,100.0
47.36746659418259,133.33333333333334
71.14520564523899,200.0
68.09343945973697,200.0
126.63896164329523,400.0
70.13677209870059,200.0
115.74551192913904,400.0
68.6317978302293,200.0
138.65113548562806,400.0
64.80206232313236,200.0
45.28472382204674,133.33333333333334
130.07110732915717,400.0
72.00098295210397,200.0
129.32689447612543,400.0
115.52806193338301,400.0
44.21358721828227,133.33333333333334
72.10864180522586,200.0
64.62518913141915,200.0
58.18725256150568,200.0
64.84179989578811,200.0
64.62185237976146,200.0
142.0882888891873,400.0
43.688791266302225,133.33333333333334
128.01825131743416,400.0
33.54529851353826,100.0
45.04589843831284,133.33333333333334
44.638933707596436,133.33333333333334
47.17503180785538,133.33333333333334
63.96774789344084,200.0
46.41688946964509,133.33333333333334
